year,month,flagWkday1Sat0,flagAmPmMd,count,loc,boroughBridgeName,flagBroroughBridge,onStreet,from,to,END
2016,05,0,m,2836,60,Manhattan,bo,Second Avenue,50th Street,51st Street,1
2016,05,0,m,2962,61,Manhattan,bo,Third Avenue,50th Street,51st Street,1
2016,05,0,m,3776,62,Manhattan,bo,Lexington Avenue,50th Street,51st Street,1
2016,05,0,m,1969,63,Manhattan,bo,Park Avenue,50th Street,51st Street,1
2016,05,0,m,2556,64,Manhattan,bo,Madison Avenue,50th Street,51st Street,1
2016,05,0,m,15398,65,Manhattan,bo,Fifth Avenue,50th Street,51st Street,1
2016,05,0,m,8095,66,Manhattan,bo,Sixth Avenue,50th Street,51st Street,1
2016,05,0,m,6798,67,Manhattan,bo,Seventh Avenue,50th Street,51st Street,1
2016,05,0,m,7928,68,Manhattan,bo,Broadway,50th Street,51st Street,1
2016,05,0,m,7359,69,Manhattan,bo,Eighth Avenue,50th Street,51st Street,1
2016,05,0,m,625,70,Manhattan,bo,Hudson River Greenway,50th Street,51st Street,1
2016,05,0,m,3653,71,Queens,bo,165th Street,89th Avenue,Jamaica Avenue,1
2016,05,0,m,2319,72,Queens,bo,37th Avenue,73rd Street,74th Street,1
2016,05,0,m,5285,73,Queens,bo,82nd Street,37th Avenue,Roosevelt Avenue,1
2016,05,0,m,3938,74,Queens,bo,Austin Street,71st Ave,70th Road,1
2016,05,0,m,1973,75,Queens,bo,Bell Boulevard,40th Avenue,41st Avenue,1
2016,05,0,m,385,76,Queens,bo,Fresh Pond Road,Cypress Hills Street,70th Avenue,1
2016,05,0,m,1712,77,Queens,bo,Hillside Avenue,169th Street,170th Street,1
2016,05,0,m,742,78,Queens,bo,Jackson Avenue,Queens Street,42nd Road,1
2016,05,0,m,2131,79,Queens,bo,Jamaica Avenue,148th Street,149th Street,1
2016,05,0,m,5079,80,Queens,bo,Jamaica Avenue,162nd Street,Guy R. Brewer Boulevard,1
2016,05,0,m,1425,81,Queens,bo,Jamaica Avenue,86th Street,87th Street,1
2016,05,0,m,6579,82,Queens,bo,Main Street,37th Avenue,38th Avenue,1
2016,05,0,m,95,83,Queens,bo,Merrick Boulevard,108th Drive,169th Place,1
2016,05,0,m,1554,84,Queens,bo,Mott Avenue,Smith Place,Central Avenue,1
2016,05,0,m,2505,85,Queens,bo,Myrtle Avenue,Palmetto Street,Woodbine Street,1
2016,05,0,m,1297,86,Queens,bo,Myrtle Avenue,Weirfield Street,Centre Street,1
2016,05,0,m,850,87,Queens,bo,Northern Boulevard,50' East of 161st Street,,1
2016,05,0,m,1610,88,Queens,bo,Prince Street,37th Avenue,38th Avenue,1
2016,05,0,m,754,89,Queens,bo,Queens Boulevard,50' East of 80th Road,,1
2016,05,0,m,1632,90,Queens,bo,Queens Boulevard,Woodhaven Boulevard,90th Street,1
2016,05,0,m,4257,91,Queens,bo,Queens Plaza North & South,Crescent Street,27th Street,1
2016,05,0,m,7617,92,Queens,bo,Roosevelt Avenue,Main Street,Union Street,1
2016,05,0,m,3570,93,Queens,bo,Steinway Street,31st Avenue,Broadway,1
2016,05,0,m,734,94,Queens,bo,Sutphin Boulevard,89th Avenue,90th Avenue,1
2016,05,0,m,456,95,Queens,bo,Yellowstone Boulevard,Queens Boulevard,Gerard Place,1
2016,05,0,m,191,96,Staten Island,bo,Forest Avenue,Regan Avenue,Davis Avenue,1
2016,05,0,m,411,97,Staten Island,bo,New Dorp Lane,Hylan Boulevard,Clawson Street,1
2016,05,0,m,996,98,Staten Island,bo,Pedestrian Walkway from Ferry Terminal,50' north of Richmond Terrace,,1
2016,05,0,m,203,99,Staten Island,bo,Richmond Hill Road,400' west of Richmond Terrace,,1
2016,05,0,m,471,100,Staten Island,bo,Victory Boulevard,Bay Street,Van Duzer Street,1
2016,05,0,m,5174,101,East River Bridges,br,Brooklyn Bridge,midpoint,,1
2016,05,0,m,13,102,East River Bridges,br,Manhattan Bridge - North Path,midpoint,,1
2016,05,0,m,385,103,East River Bridges,br,Manhattan Bridge - South Path,midpoint,,1
2016,05,0,m,819,104,East River Bridges,br,Williamsburg Bridge,midpoint,,1
2016,05,0,m,209,105,East River Bridges,br,Queensboro Bridge,midpoint,,1
2016,05,0,m,563,106,Harlem River Bridges,br,Broadway Bridge,midpoint,,1
2016,05,0,m,296,107,Harlem River Bridges,br,University Heights Bridge,midpoint,,1
2016,05,0,m,418,108,Harlem River Bridges,br,Macombs Dam Bridge,midpoint,,1
2016,05,0,m,293,109,Harlem River Bridges,br,145th Street Bridge,midpoint,,1
2016,05,0,m,206,110,Harlem River Bridges,br,Madison Avenue Bridge,midpoint,,1
2016,05,0,m,175,111,Harlem River Bridges,br,Third Avenue Bridge,midpoint,,1
2016,05,0,m,123,112,Harlem River Bridges,br,Willis Avenue Bridge,midpoint,,1
2016,05,0,m,8,113,Harlem River Bridges,br,Triborough Bridge (Manhattan span),midpoint,,1
2016,05,0,m,300,114,Harlem River Bridges,br,Wards Island Bridge,midpoint,,1
2016,09,1,a,1309,1,Bronx,bo,Broadway,West 231st Street,Naples Terrace,1
2016,09,1,a,2109,2,Bronx,bo,East 161st Street,Grand Concourse,Sheridan Avenue,1
2016,09,1,a,2422,3,Bronx,bo,East Fordham Road,Valentine Avenue,Tiebout Avenue,1
2016,09,1,a,2017,4,Bronx,bo,East Gun Hill Road,Bainbridge Avenue,Rochambeau Avenue,1
2016,09,1,a,1101,5,Bronx,bo,East Tremont Avenue,Prospect Avenue,Clinton Avenue,1
2016,09,1,a,982,6,Bronx,bo,Grand Concourse,East 164th Street,East 165th Street,1
2016,09,1,a,1689,7,Bronx,bo,Third Avenue,East 150th Street,East 151st Street,1
2016,09,1,a,1377,8,Bronx,bo,White Plains Road,Pelham Parkway South,Lydig Avenue,1
2016,09,1,a,1642,9,Brooklyn,bo,5th Avenue,51st Street,52nd Street,1
2016,09,1,a,951,10,Brooklyn,bo,5th Avenue,Union Street ,President Street,1
2016,09,1,a,1838,11,Brooklyn,bo,7th Avenue ,9th Street,8th Street,1
2016,09,1,a,1561,12,Brooklyn,bo,86th Street,4th Avenue,5th Avenue,1
2016,09,1,a,561,13,Brooklyn,bo,Atlantic Avenue,Boerum Place,Smith Street,1
2016,09,1,a,3410,14,Brooklyn,bo,Bedford Avenue,North 7th Street,North 6th Street,1
2016,09,1,a,1531,15,Brooklyn,bo,Brighton Beach Avenue,Brighton 4th Street,Brighton 5th Street,1
2016,09,1,a,2024,16,Brooklyn,bo,Church Avenue,Nostrand Avenue,East 31st Street,1
2016,09,1,a,2570,17,Brooklyn,bo,Cortelyou Road,Argyle Road,Rugby Road,1
2016,09,1,a,2308,18,Brooklyn,bo,Court Street,Atlantic Avenue,Pacific Street,1
2016,09,1,a,1161,19,Brooklyn,bo,Eastern Parkway,Plaza Street East,Underhill Avenue,1
2016,09,1,a,372,20,Brooklyn,bo,Flatbush Avenue,Avenue U,Avenue V,1
2016,09,1,a,1037,21,Brooklyn,bo,Flatbush Avenue,Martense Street,Church Avenue,1
2016,09,1,a,808,22,Brooklyn,bo,Flatbush Avenue,St. Marks Avenue,Prospect Place,1
2016,09,1,a,2289,23,Brooklyn,bo,Fulton Street,Lawrence Street,Bridge Street,1
2016,09,1,a,855,24,Brooklyn,bo,Graham Avenue,Moore Street,Varet Street,1
2016,09,1,a,746,25,Brooklyn,bo,Grand Street,Manhattan Avenue,Graham Avenue,1
2016,09,1,a,3598,26,Brooklyn,bo,Jay Street,Willoughby Street,Metrotech Walk,1
2016,09,1,a,1707,27,Brooklyn,bo,Kings Highway,East 13th Street,East 14th Street,1
2016,09,1,a,1577,28,Brooklyn,bo,Montague Street,Henry Street,Clinton Street,1
2016,09,1,a,1419,29,Brooklyn,bo,Myrtle Avenue,Vanderbilt Avenue,Clinton Avenue,1
2016,09,1,a,201,30,Brooklyn,bo,Old Fulton Street,Elizabeth Place,Everit Place,1
2016,09,1,a,844,31,Brooklyn,bo,Pitkin Avenue,Bristol Street,Hopkinson Avenue,1
2016,09,1,a,1927,32,Brooklyn,bo,Sheepshead Bay Road,East 14th Street ,East 15th Street,1
2016,09,1,a,130,33,Brooklyn,bo,VanBrunt Street,Beard Street,VanDike Street,1
2016,09,1,a,838,34,Brooklyn,bo,Washington Street ,Front Street,Water Street,1
2016,09,1,a,4041,35,Manhattan,bo,Broad Street,Beaver Street,South William Street,1
2016,09,1,a,3791,36,Manhattan,bo,Broadway,Morris Street,Exchange Place,1
2016,09,1,a,2338,37,Manhattan,bo,Broadway,West 63rd Street,West 64th Street,1
2016,09,1,a,7639,38,Manhattan,bo,Chambers Street ,West Broadway,Greenwich Street,1
2016,09,1,a,1852,39,Manhattan,bo,Columbus Avenue,West 75th Street,West 76th Street,1
2016,09,1,a,1847,40,Manhattan,bo,Delancey Street,Orchard Street,Ludlow Street,1
2016,09,1,a,3979,41,Manhattan,bo,East 14th Street,Fifth Avenue,University Place,1
2016,09,1,a,8253,42,Manhattan,bo,East 42nd Street,Park Avenue,Lexington Avenue,1
2016,09,1,a,1457,43,Manhattan,bo,East 8th Street,University Place,Greene Street,1
2016,09,1,a,7160,44,Manhattan,bo,Eighth Avenue,West 44th Street,West 45th Street,1
2016,09,1,a,4360,45,Manhattan,bo,Fifth Avenue,East 54th Street,East 55th Street,1
2016,09,1,a,1334,46,Manhattan,bo,Forsyth Street,Canal Street,Division Street,1
2016,09,1,a,4039,47,Manhattan,bo,Fulton Street,Broadway,Nassau Street,1
2016,09,1,a,2894,48,Manhattan,bo,Fulton Street,Cliff Street,Pearl Street,1
2016,09,1,a,4625,49,Manhattan,bo,Lexington Avenue,East 57th Street,East 58th Street,1
2016,09,1,a,2142,50,Manhattan,bo,Madison Avenue,East 71st Street,East 72nd Street,1
2016,09,1,a,11099,51,Manhattan,bo,Seventh Avenue,West 32nd Street,West 33rd Street,1
2016,09,1,a,2344,52,Manhattan,bo,Trinity Place,Rector Street,Thames Street,1
2016,09,1,a,6445,53,Manhattan,bo,Wall Street,New Street,Nassau Street,1
2016,09,1,a,2077,54,Manhattan,bo,West 125th Street,Adam C. Powell Boulevard,Lenox Avenue,1
2016,09,1,a,2193,55,Manhattan,bo,West 14th Street,Hudson Street,Eighth Avenue,1
2016,09,1,a,1422,56,Manhattan,bo,West 181st Street,St. Nicholas Avenue,Wadsworth Avenue,1
2016,09,1,a,9272,57,Manhattan,bo,West 34th Street,Broadway,Seventh Avenue,1
2016,09,1,a,6089,58,Manhattan,bo,West 40th Street,Avenue of the Americas,Fifth Avenue,1
2016,09,1,a,4758,59,Manhattan,bo,West 47th Street,Avenue of the Americas,Fifth Avenue,1
2016,09,1,a,2521,60,Manhattan,bo,Second Avenue,50th Street,51st Street,1
2016,09,1,a,4837,61,Manhattan,bo,Third Avenue,50th Street,51st Street,1
2016,09,1,a,4532,62,Manhattan,bo,Lexington Avenue,50th Street,51st Street,1
2016,09,1,a,6021,63,Manhattan,bo,Park Avenue,50th Street,51st Street,1
2016,09,1,a,3384,64,Manhattan,bo,Madison Avenue,50th Street,51st Street,1
2016,09,1,a,6371,65,Manhattan,bo,Fifth Avenue,50th Street,51st Street,1
2016,09,1,a,8451,66,Manhattan,bo,Sixth Avenue,50th Street,51st Street,1
2016,09,1,a,5972,67,Manhattan,bo,Seventh Avenue,50th Street,51st Street,1
2016,09,1,a,5458,68,Manhattan,bo,Broadway,50th Street,51st Street,1
2016,09,1,a,4669,69,Manhattan,bo,Eighth Avenue,50th Street,51st Street,1
2016,09,1,a,339,70,Manhattan,bo,Hudson River Greenway,50th Street,51st Street,1
2016,09,1,a,1071,71,Queens,bo,165th Street,89th Avenue,Jamaica Avenue,1
2016,09,1,a,1332,72,Queens,bo,37th Avenue,73rd Street,74th Street,1
2016,09,1,a,2905,73,Queens,bo,82nd Street,37th Avenue,Roosevelt Avenue,1
2016,09,1,a,902,74,Queens,bo,Austin Street,71st Ave,70th Road,1
2016,09,1,a,879,75,Queens,bo,Bell Boulevard,40th Avenue,41st Avenue,1
2016,09,1,a,531,76,Queens,bo,Fresh Pond Road,Cypress Hills Street,70th Avenue,1
2016,09,1,a,959,77,Queens,bo,Hillside Avenue,169th Street,170th Street,1
2016,09,1,a,723,78,Queens,bo,Jackson Avenue,Queens Street,42nd Road,1
2016,09,1,a,996,79,Queens,bo,Jamaica Avenue,148th Street,149th Street,1
2016,09,1,a,1326,80,Queens,bo,Jamaica Avenue,162nd Street,Guy R. Brewer Boulevard,1
2016,09,1,a,1234,81,Queens,bo,Jamaica Avenue,86th Street,87th Street,1
2016,09,1,a,2524,82,Queens,bo,Main Street,37th Avenue,38th Avenue,1
2016,09,1,a,93,83,Queens,bo,Merrick Boulevard,108th Drive,169th Place,1
2016,09,1,a,942,84,Queens,bo,Mott Avenue,Smith Place,Central Avenue,1
2016,09,1,a,1350,85,Queens,bo,Myrtle Avenue,Palmetto Street,Woodbine Street,1
2016,09,1,a,934,86,Queens,bo,Myrtle Avenue,Weirfield Street,Centre Street,1
2016,09,1,a,357,87,Queens,bo,Northern Boulevard,50' East of 161st Street,,1
2016,09,1,a,358,88,Queens,bo,Prince Street,37th Avenue,38th Avenue,1
2016,09,1,a,1799,89,Queens,bo,Queens Boulevard,50' East of 80th Road,,1
2016,09,1,a,455,90,Queens,bo,Queens Boulevard,Woodhaven Boulevard,90th Street,1
2016,09,1,a,5493,91,Queens,bo,Queens Plaza North & South,Crescent Street,27th Street,1
2016,09,1,a,3749,92,Queens,bo,Roosevelt Avenue,Main Street,Union Street,1
2016,09,1,a,1047,93,Queens,bo,Steinway Street,31st Avenue,Broadway,1
2016,09,1,a,1315,94,Queens,bo,Sutphin Boulevard,89th Avenue,90th Avenue,1
2016,09,1,a,354,95,Queens,bo,Yellowstone Boulevard,Queens Boulevard,Gerard Place,1
2016,09,1,a,203,96,Staten Island,bo,Forest Avenue,Regan Avenue,Davis Avenue,1
2016,09,1,a,529,97,Staten Island,bo,New Dorp Lane,Hylan Boulevard,Clawson Street,1
2016,09,1,a,1148,98,Staten Island,bo,Pedestrian Walkway from Ferry Terminal,50' north of Richmond Terrace,,1
2016,09,1,a,138,99,Staten Island,bo,Richmond Hill Road,400' west of Richmond Terrace,,1
2016,09,1,a,588,100,Staten Island,bo,Victory Boulevard,Bay Street,Van Duzer Street,1
2016,09,1,a,604,101,East River Bridges,br,Brooklyn Bridge,midpoint,,1
2016,09,1,a,5,102,East River Bridges,br,Manhattan Bridge - North Path,midpoint,,1
2016,09,1,a,231,103,East River Bridges,br,Manhattan Bridge - South Path,midpoint,,1
2016,09,1,a,423,104,East River Bridges,br,Williamsburg Bridge,midpoint,,1
2016,09,1,a,260,105,East River Bridges,br,Queensboro Bridge,midpoint,,1
2016,09,1,a,425,106,Harlem River Bridges,br,Broadway Bridge,midpoint,,1
2016,09,1,a,368,107,Harlem River Bridges,br,University Heights Bridge,midpoint,,1
2016,09,1,a,449,108,Harlem River Bridges,br,Macombs Dam Bridge,midpoint,,1
2016,09,1,a,208,109,Harlem River Bridges,br,145th Street Bridge,midpoint,,1
2016,09,1,a,410,110,Harlem River Bridges,br,Madison Avenue Bridge,midpoint,,1
2016,09,1,a,214,111,Harlem River Bridges,br,Third Avenue Bridge,midpoint,,1
2016,09,1,a,227,112,Harlem River Bridges,br,Willis Avenue Bridge,midpoint,,1
2016,09,1,a,21,113,Harlem River Bridges,br,Triborough Bridge (Manhattan span),midpoint,,1
2016,09,1,a,159,114,Harlem River Bridges,br,Wards Island Bridge,midpoint,,1
2016,09,1,p,3642,1,Bronx,bo,Broadway,West 231st Street,Naples Terrace,1
2016,09,1,p,5485,2,Bronx,bo,East 161st Street,Grand Concourse,Sheridan Avenue,1
2016,09,1,p,11145,3,Bronx,bo,East Fordham Road,Valentine Avenue,Tiebout Avenue,1
2016,09,1,p,2771,4,Bronx,bo,East Gun Hill Road,Bainbridge Avenue,Rochambeau Avenue,1
2016,09,1,p,3336,5,Bronx,bo,East Tremont Avenue,Prospect Avenue,Clinton Avenue,1
2016,09,1,p,1971,6,Bronx,bo,Grand Concourse,East 164th Street,East 165th Street,1
2016,09,1,p,7885,7,Bronx,bo,Third Avenue,East 150th Street,East 151st Street,1
2016,09,1,p,4098,8,Bronx,bo,White Plains Road,Pelham Parkway South,Lydig Avenue,1
2016,09,1,p,8130,9,Brooklyn,bo,5th Avenue,51st Street,52nd Street,1
2016,09,1,p,2911,10,Brooklyn,bo,5th Avenue,Union Street ,President Street,1
2016,09,1,p,4557,11,Brooklyn,bo,7th Avenue ,9th Street,8th Street,1
2016,09,1,p,6338,12,Brooklyn,bo,86th Street,4th Avenue,5th Avenue,1
2016,09,1,p,1706,13,Brooklyn,bo,Atlantic Avenue,Boerum Place,Smith Street,1
2016,09,1,p,8301,14,Brooklyn,bo,Bedford Avenue,North 7th Street,North 6th Street,1
2016,09,1,p,5930,15,Brooklyn,bo,Brighton Beach Avenue,Brighton 4th Street,Brighton 5th Street,1
2016,09,1,p,4229,16,Brooklyn,bo,Church Avenue,Nostrand Avenue,East 31st Street,1
2016,09,1,p,2747,17,Brooklyn,bo,Cortelyou Road,Argyle Road,Rugby Road,1
2016,09,1,p,4503,18,Brooklyn,bo,Court Street,Atlantic Avenue,Pacific Street,1
2016,09,1,p,2381,19,Brooklyn,bo,Eastern Parkway,Plaza Street East,Underhill Avenue,1
2016,09,1,p,2698,20,Brooklyn,bo,Flatbush Avenue,Avenue U,Avenue V,1
2016,09,1,p,4115,21,Brooklyn,bo,Flatbush Avenue,Martense Street,Church Avenue,1
2016,09,1,p,2407,22,Brooklyn,bo,Flatbush Avenue,St. Marks Avenue,Prospect Place,1
2016,09,1,p,10775,23,Brooklyn,bo,Fulton Street,Lawrence Street,Bridge Street,1
2016,09,1,p,2526,24,Brooklyn,bo,Graham Avenue,Moore Street,Varet Street,1
2016,09,1,p,2573,25,Brooklyn,bo,Grand Street,Manhattan Avenue,Graham Avenue,1
2016,09,1,p,5068,26,Brooklyn,bo,Jay Street,Willoughby Street,Metrotech Walk,1
2016,09,1,p,4512,27,Brooklyn,bo,Kings Highway,East 13th Street,East 14th Street,1
2016,09,1,p,3695,28,Brooklyn,bo,Montague Street,Henry Street,Clinton Street,1
2016,09,1,p,2089,29,Brooklyn,bo,Myrtle Avenue,Vanderbilt Avenue,Clinton Avenue,1
2016,09,1,p,1481,30,Brooklyn,bo,Old Fulton Street,Elizabeth Place,Everit Place,1
2016,09,1,p,2852,31,Brooklyn,bo,Pitkin Avenue,Bristol Street,Hopkinson Avenue,1
2016,09,1,p,2664,32,Brooklyn,bo,Sheepshead Bay Road,East 14th Street ,East 15th Street,1
2016,09,1,p,257,33,Brooklyn,bo,VanBrunt Street,Beard Street,VanDike Street,1
2016,09,1,p,2929,34,Brooklyn,bo,Washington Street ,Front Street,Water Street,1
2016,09,1,p,5893,35,Manhattan,bo,Broad Street,Beaver Street,South William Street,1
2016,09,1,p,10156,36,Manhattan,bo,Broadway,Morris Street,Exchange Place,1
2016,09,1,p,8574,37,Manhattan,bo,Broadway,West 63rd Street,West 64th Street,1
2016,09,1,p,8514,38,Manhattan,bo,Chambers Street ,West Broadway,Greenwich Street,1
2016,09,1,p,3277,39,Manhattan,bo,Columbus Avenue,West 75th Street,West 76th Street,1
2016,09,1,p,4847,40,Manhattan,bo,Delancey Street,Orchard Street,Ludlow Street,1
2016,09,1,p,16487,41,Manhattan,bo,East 14th Street,Fifth Avenue,University Place,1
2016,09,1,p,16376,42,Manhattan,bo,East 42nd Street,Park Avenue,Lexington Avenue,1
2016,09,1,p,6299,43,Manhattan,bo,East 8th Street,University Place,Greene Street,1
2016,09,1,p,21141,44,Manhattan,bo,Eighth Avenue,West 44th Street,West 45th Street,1
2016,09,1,p,22274,45,Manhattan,bo,Fifth Avenue,East 54th Street,East 55th Street,1
2016,09,1,p,4059,46,Manhattan,bo,Forsyth Street,Canal Street,Division Street,1
2016,09,1,p,6740,47,Manhattan,bo,Fulton Street,Broadway,Nassau Street,1
2016,09,1,p,7597,48,Manhattan,bo,Fulton Street,Cliff Street,Pearl Street,1
2016,09,1,p,12007,49,Manhattan,bo,Lexington Avenue,East 57th Street,East 58th Street,1
2016,09,1,p,6911,50,Manhattan,bo,Madison Avenue,East 71st Street,East 72nd Street,1
2016,09,1,p,38885,51,Manhattan,bo,Seventh Avenue,West 32nd Street,West 33rd Street,1
2016,09,1,p,4403,52,Manhattan,bo,Trinity Place,Rector Street,Thames Street,1
2016,09,1,p,11300,53,Manhattan,bo,Wall Street,New Street,Nassau Street,1
2016,09,1,p,8199,54,Manhattan,bo,West 125th Street,Adam C. Powell Boulevard,Lenox Avenue,1
2016,09,1,p,8523,55,Manhattan,bo,West 14th Street,Hudson Street,Eighth Avenue,1
2016,09,1,p,7555,56,Manhattan,bo,West 181st Street,St. Nicholas Avenue,Wadsworth Avenue,1
2016,09,1,p,25365,57,Manhattan,bo,West 34th Street,Broadway,Seventh Avenue,1
2016,09,1,p,13479,58,Manhattan,bo,West 40th Street,Avenue of the Americas,Fifth Avenue,1
2016,09,1,p,13021,59,Manhattan,bo,West 47th Street,Avenue of the Americas,Fifth Avenue,1
2016,09,1,p,5715,60,Manhattan,bo,Second Avenue,50th Street,51st Street,1
2016,09,1,p,8838,61,Manhattan,bo,Third Avenue,50th Street,51st Street,1
2016,09,1,p,10213,62,Manhattan,bo,Lexington Avenue,50th Street,51st Street,1
2016,09,1,p,9465,63,Manhattan,bo,Park Avenue,50th Street,51st Street,1
2016,09,1,p,9498,64,Manhattan,bo,Madison Avenue,50th Street,51st Street,1
2016,09,1,p,20399,65,Manhattan,bo,Fifth Avenue,50th Street,51st Street,1
2016,09,1,p,20123,66,Manhattan,bo,Sixth Avenue,50th Street,51st Street,1
2016,09,1,p,14583,67,Manhattan,bo,Seventh Avenue,50th Street,51st Street,1
2016,09,1,p,15559,68,Manhattan,bo,Broadway,50th Street,51st Street,1
2016,09,1,p,16089,69,Manhattan,bo,Eighth Avenue,50th Street,51st Street,1
2016,09,1,p,553,70,Manhattan,bo,Hudson River Greenway,50th Street,51st Street,1
2016,09,1,p,3859,71,Queens,bo,165th Street,89th Avenue,Jamaica Avenue,1
2016,09,1,p,4646,72,Queens,bo,37th Avenue,73rd Street,74th Street,1
2016,09,1,p,8768,73,Queens,bo,82nd Street,37th Avenue,Roosevelt Avenue,1
2016,09,1,p,3818,74,Queens,bo,Austin Street,71st Ave,70th Road,1
2016,09,1,p,2479,75,Queens,bo,Bell Boulevard,40th Avenue,41st Avenue,1
2016,09,1,p,668,76,Queens,bo,Fresh Pond Road,Cypress Hills Street,70th Avenue,1
2016,09,1,p,3719,77,Queens,bo,Hillside Avenue,169th Street,170th Street,1
2016,09,1,p,1211,78,Queens,bo,Jackson Avenue,Queens Street,42nd Road,1
2016,09,1,p,3328,79,Queens,bo,Jamaica Avenue,148th Street,149th Street,1
2016,09,1,p,6383,80,Queens,bo,Jamaica Avenue,162nd Street,Guy R. Brewer Boulevard,1
2016,09,1,p,1685,81,Queens,bo,Jamaica Avenue,86th Street,87th Street,1
2016,09,1,p,8379,82,Queens,bo,Main Street,37th Avenue,38th Avenue,1
2016,09,1,p,177,83,Queens,bo,Merrick Boulevard,108th Drive,169th Place,1
2016,09,1,p,1791,84,Queens,bo,Mott Avenue,Smith Place,Central Avenue,1
2016,09,1,p,4110,85,Queens,bo,Myrtle Avenue,Palmetto Street,Woodbine Street,1
2016,09,1,p,2761,86,Queens,bo,Myrtle Avenue,Weirfield Street,Centre Street,1
2016,09,1,p,725,87,Queens,bo,Northern Boulevard,50' East of 161st Street,,1
2016,09,1,p,1985,88,Queens,bo,Prince Street,37th Avenue,38th Avenue,1
2016,09,1,p,2061,89,Queens,bo,Queens Boulevard,50' East of 80th Road,,1
2016,09,1,p,1881,90,Queens,bo,Queens Boulevard,Woodhaven Boulevard,90th Street,1
2016,09,1,p,9476,91,Queens,bo,Queens Plaza North & South,Crescent Street,27th Street,1
2016,09,1,p,11927,92,Queens,bo,Roosevelt Avenue,Main Street,Union Street,1
2016,09,1,p,4622,93,Queens,bo,Steinway Street,31st Avenue,Broadway,1
2016,09,1,p,2482,94,Queens,bo,Sutphin Boulevard,89th Avenue,90th Avenue,1
2016,09,1,p,718,95,Queens,bo,Yellowstone Boulevard,Queens Boulevard,Gerard Place,1
2016,09,1,p,348,96,Staten Island,bo,Forest Avenue,Regan Avenue,Davis Avenue,1
2016,09,1,p,571,97,Staten Island,bo,New Dorp Lane,Hylan Boulevard,Clawson Street,1
2016,09,1,p,1758,98,Staten Island,bo,Pedestrian Walkway from Ferry Terminal,50' north of Richmond Terrace,,1
2016,09,1,p,216,99,Staten Island,bo,Richmond Hill Road,400' west of Richmond Terrace,,1
2016,09,1,p,637,100,Staten Island,bo,Victory Boulevard,Bay Street,Van Duzer Street,1
2016,09,1,p,3257,101,East River Bridges,br,Brooklyn Bridge,midpoint,,1
2016,09,1,p,3,102,East River Bridges,br,Manhattan Bridge - North Path,midpoint,,1
2016,09,1,p,260,103,East River Bridges,br,Manhattan Bridge - South Path,midpoint,,1
2016,09,1,p,923,104,East River Bridges,br,Williamsburg Bridge,midpoint,,1
2016,09,1,p,334,105,East River Bridges,br,Queensboro Bridge,midpoint,,1
2016,09,1,p,1034,106,Harlem River Bridges,br,Broadway Bridge,midpoint,,1
2016,09,1,p,638,107,Harlem River Bridges,br,University Heights Bridge,midpoint,,1
2016,09,1,p,714,108,Harlem River Bridges,br,Macombs Dam Bridge,midpoint,,1
2016,09,1,p,563,109,Harlem River Bridges,br,145th Street Bridge,midpoint,,1
2016,09,1,p,540,110,Harlem River Bridges,br,Madison Avenue Bridge,midpoint,,1
2016,09,1,p,342,111,Harlem River Bridges,br,Third Avenue Bridge,midpoint,,1
2016,09,1,p,393,112,Harlem River Bridges,br,Willis Avenue Bridge,midpoint,,1
2016,09,1,p,43,113,Harlem River Bridges,br,Triborough Bridge (Manhattan span),midpoint,,1
2016,09,1,p,490,114,Harlem River Bridges,br,Wards Island Bridge,midpoint,,1
2016,09,0,m,2830,1,Bronx,bo,Broadway,West 231st Street,Naples Terrace,1
2016,09,0,m,2548,2,Bronx,bo,East 161st Street,Grand Concourse,Sheridan Avenue,1
2016,09,0,m,9775,3,Bronx,bo,East Fordham Road,Valentine Avenue,Tiebout Avenue,1
2016,09,0,m,1459,4,Bronx,bo,East Gun Hill Road,Bainbridge Avenue,Rochambeau Avenue,1
2016,09,0,m,2501,5,Bronx,bo,East Tremont Avenue,Prospect Avenue,Clinton Avenue,1
2016,09,0,m,1165,6,Bronx,bo,Grand Concourse,East 164th Street,East 165th Street,1
2016,09,0,m,6900,7,Bronx,bo,Third Avenue,East 150th Street,East 151st Street,1
2016,09,0,m,2730,8,Bronx,bo,White Plains Road,Pelham Parkway South,Lydig Avenue,1
2016,09,0,m,5763,9,Brooklyn,bo,5th Avenue,51st Street,52nd Street,1
2016,09,0,m,2248,10,Brooklyn,bo,5th Avenue,Union Street ,President Street,1
2016,09,0,m,2520,11,Brooklyn,bo,7th Avenue ,9th Street,8th Street,1
2016,09,0,m,5412,12,Brooklyn,bo,86th Street,4th Avenue,5th Avenue,1
2016,09,0,m,1385,13,Brooklyn,bo,Atlantic Avenue,Boerum Place,Smith Street,1
2016,09,0,m,5014,14,Brooklyn,bo,Bedford Avenue,North 7th Street,North 6th Street,1
2016,09,0,m,5092,15,Brooklyn,bo,Brighton Beach Avenue,Brighton 4th Street,Brighton 5th Street,1
2016,09,0,m,2040,16,Brooklyn,bo,Church Avenue,Nostrand Avenue,East 31st Street,1
2016,09,0,m,3234,17,Brooklyn,bo,Cortelyou Road,Argyle Road,Rugby Road,1
2016,09,0,m,3170,18,Brooklyn,bo,Court Street,Atlantic Avenue,Pacific Street,1
